word,answer
vyer,aber acer ader aer ager aker amer ater auer aver avner aye ayer ayers ayes ayler ayr ayre baer bayer beer beyer bier boer boyer bryer buer buyer bye byer byers byker byler byner byrer cayer cher coyer cryer cyber cyert cyr deer der dier doer dryer duer dwyer dyar dye dyed dyer dyes eber eder eger er ever ewer eye eyed eyer eyes eyler eyre ezer fer fier flyer foyer fryer fuer fye gayer geer geyer gier goer goyer guyer gyger gyr hayer heer her heyer hier hoyer hyder hye hyer hyers hyler hymer hyper hyre hyser iger iler iser iver iyer jeer ker kier kyer kyes kyger kyker kyler kyser kyzer layer loyer lye lyre lyter mayer meer mer meyer mier moyer myer myers myler myre neer neyer nier nye nyeri nyers nyet ober oder ofer oler omer oser over oye oyen oyer oyler payer peer per pier poer poyer pryer pye pyper pyre reyer royer ryder rye ryen ryer ryker rymer ryner ryser sayer seer seyer sher styer syed syers syler teer ter tier tye tyer tyger tyler tyner tyre uber uher user vader vater ve vee veen veep veer veers vees ver vera verb vere vern vero vers vert very vet vex vey viar vie vied viel vien viera viers vies viet view viger viner viper voir vore voter voyer voyeur vsel vue vy vyas weyer wier wye wyer wyers wyler wymer wyner wyre wyser ye yea year yee yeh yen yeo yep yer yes yet yew yves zier
vyre,acre akre amre are aye ayer ayr ayre ayres bare bere bore brye bye byer byrd byrer byrge byrle byrn byrne byte care core crye cure cyr dare dire dore drye dyce dye dyer dyke ere eure eyde eye eyer eyre eyrie fare fire fore frye fye fyfe fyke gare gere gire gore gyr gyro hare here hire hyde hye hyer hyle hype hyre imre ire iyer jere jure kyer kyle kyne kyra kyte lare lire lore lure lyde lye lyke lyle lyme lyne lyra lyre mare mere mire more myer myhre myra myre myren myres nyce nye ogre ore oye oyer pare pere pore pre pure pye pyke pyle pyne pyre pyres pyro rare re rye ryer ryle ryrie sare sayre sere sire smyre sore sure syme syrek tire tore tre ture tyce tye tyer tyke tyne type tyra tyre tyree tyres ure vale vane vape vara vares vari varn varo vars vary vase ve vee veer ver vera verb verde vere vereb veres verex verge vern verne vero vers verse vert verve very vey veyne vibe vice vide vie vike vile vine viren vires virge vise vive voge vora vorce vore vose vote voyer vue vy vyas ware were whyre wire wore wrye wye wyer wyke wyle wyne wyre wyse ye yee yer yie yoe yore yue zayre
warantee,guarantee warranted
wendsay,lindsay wenda wends wendy wendys
wholy,ahola ahold ahoy choy dhole ehly hoey hola hold hole holl holly holm holt holy holz hotly houy hovy hoy joly moly phony poly rhody sholl sholly showy shyly thole tholl unholy wally wehrly whale whaley whey while whiny whitly who whoa whod whole wholes wholey wholl wholly whom whoo whoop whore whorl whorley whorls whos whose whove why willy wily wohl wola wold wolf wolk woll wolz woody wool wooley woolf woolly wools wooly woozy woy wryly wyly
wih,aah ah ahh ai aid ail aim air ais aix ash bah bi bib bic bid big bihl bihm bihn bil bin bio bip bir bis bish bit bix biz chi cia cid cie cwik dah di dia dic did die dif dig dim din dinh dip dis dish dith dix doh duh dwi eh eich eid ein eir eis esh ewig fi fig fil fin fir fis fish fit fix gib gig gil gin gish goh gwin h hah heh hgh hi hid high him hip his hit hix hoh huh i ia ib ich id if iie il im in io ip iq is ish it iwo ji jia jib jie jif jig jil jim jin joh kah ki kia kid kihn kim kin kip kir kis kish kit koh kwik leh li lia lib lich lid lie lil lim lin linh lip lis lish lit liu liv liz loh lwin mah mh mi mia mib mic mich mid mig mihm mihn mil mim min minh mir mis mish mit mix mph nah ni nib nic nie nigh nik nil nip nir nit nix noh nth och oh ohh oi oie oil ooh osh pah ph phi pi pia pic pie pig pih pihl pik pil pin pio pip pit pith pix poh qi qin rah reh ria rib ric rich rid rig riha rihn rim rio rip rish rix riz roh ruh shi shih si sib sic sid sie sieh sig sigh sikh sil sim sin sip sir sis sit siu six suh swig swim swish th thi ti tia tic tie tig til tim tin tip tis tish tit twig twin ugh uh uhh vi via vic vie vig vik vim vin vip vis viv w wa waah wach wad wag wah wahl wahs wai waid waif wail wain wais wait wal wan war was wash wat wax way we web wed wee wehe wehr wei weich weigh weihe weik weil wein weir weis weith wen wes wet wey which whig whim whip whit whiz who why wian wice wich wick wide width wiech wied wiehe wien wier wies wife wifi wig wigg wight wigs wii wik wike wiki wil wild wile wilk will wils wilt wily wimp wims win winch wind wine wing wink winn wino wins wint wion wipe wipf wire wirt wirth wiry wirz wis wisch wise wish wishy wisp wiss wist wisz wit witch with withe wits witt witz wix wiz wm wo woe wohl wok won woo wop wor wow woy writ wry ws wu wus wy wye wyk xi xie xio yah yeh yi yie yim yin yip yoh zeh zi zia zich zig zil zim zip ziv zoh
wiht,aint aist baht bight bihl bihm bihn birt bit chit cist diet dint dirt dith dwight eight fiat fight fist fit fitt gift gilt girt gist hight hilt hint hirt hit hitt it jilt kight kihn kilt kint kirt kist kit kitt licht lift light lilt lint list lit litt might mihm mihn milt mint miot mist mit mitt night nist nit picht piet pih pihl pint pit pith pitt rift right riha rihn riot rist ritt shit sift sight silt sit swift swint tift tight tilt tint tit twist viet vint vist vitt waft wah wahl wahs waist wait waitt walt want wart wat watt wayt wecht wehe wehr weicht weight weihe weist weith welt went wept wert west wet what whet whig whim whip whit white whitt whiz who why wian wiant wiatt wicat wice wich wick wide width wied wiehe wien wier wies wiest wife wifi wig wigg wight wigs wii wik wike wiki wil wild wildt wile wilk will wils wilt wilts wiltz wily wimp wims win wind windt wine wing wink winn wino wins wint wintz wion wipe wipf wire wirt wirth wirtz wiry wirz wis wise wish wishy wisp wiss wist wisz wit witch with withe wits witt witte witts witty witz wix wiz wohl wont wright wrist writ
wnat,ana anac anal anas anast ant asat at bat beat bnai boat brat cant cat chat coat dant dat dna donat eat elat ena enact ent fant fat feat fiat flat gant gat gnat gnats gnau gnaw goat hat heat hnat ina jna kant kat khat knab knit knot knut krat lant lat mat meat moat na nab nad nag nah nam nan nap nast nat nata nate nath nato nats nau nav naw nay neat net nit not nut oat ona onan onate pant pat peat puat rant rat roat sant sat scat seat slat snag snap snay snot sonat spat stat swat sweat tant tat teat that una unit vat wa waag waah waal waas wad waft wag wah wai wait wal walt wan wanat wand wane wang wank wann want wanta wante wants wantz war wart was wasnt wat watt watz wax way wayt weak wean weant wear weast welt wendt went wept wert wesat west wet wham whan what whatd whate whats wheat whet whit wian wiant wiatt wicat wilt winant windt wint wirt wist wit witt wnek wnuk wont wrap wrath wray writ wyan wyant wyatt yant zant
worls,berls boals boils bolls bores boris borks borns boros bors borys bowls carls coals coils cools corals coras cords cores corks corl corle corns corps curls dolls dols doris dorms earls erols eworld foils fools fords forks forms fors forts forys fouls girls goals gores goris horns hors horus howls joels jowls karls kohls korns lorals lords loris morals mores moris moros mors morss noels nolls noras norms oils ores orks orla orly oros owls perls pohls polls pols pools pores ports rolls soils sores soros sorts sorus souls swirls swords toils tolls tools torts twirls voris voros wails walls wards wares warms warns warps wars warts weils wells werle werts whores whorl whorls wills wils wires woes wohl woks wola wold wolf wolfs wolk woll wolle wolz wongs wonks woods wool woolf wools wooly woos wops wor word words wordy wore work works worlco world worlds worley worm worms worn worry worse worst worth worths worts would wows wurl yorks
ws,OK
wsjn,ison rijn san sdn sen sin son sun swan syn wain waln wan wann warn wason wean wein wen wesun whan when wian wien win winn wion won worn wren ws wyan wynn
xenophoby,xenophobia xenophobic xenophon
yearm,alarm arm beahm beam bear beara beard beare bears beary berm ceara charm deam dear deary ear earl earn earp ears eary farm fear fearn fears ferm gear gears geary germ harm hear heard hearl hearn hears heart herm kear kearn keary lear leard learn lears leary mear meara mears near nears neary pear pearl pears peart peary realm ream rear rearm rears seam sear searl sears sharm swarm team tear teare tears teary term unarm warm wear wears weary yam yard yarn yea yeah year yearby yearly yearn yearns years yeary yeas yeast yeats yeiri yer yoram
yersa,aversa ayers ayerst bera berea beria berka berna berra berst berta byers cera cerda cerna cerra cerska corsa derma derosa dorsa eisa elsa era eras erda erisa erma erna erra ers essa femsa fera feria ferra gera gerda gersh gerst hera herda hers hersh herst herta hyers iers jirsa kera kersh kerst kresa lerma lesa lyerla merna mers merta mesa messa myers myerss nessa neysa nyers orsa pera peras perea peria perla perma perna perra pers perse persia ressa sera serda seria serna serpa serra sessa syers teresa terra terse tessa ursa vera veras verba verda verga verla verma verna veroa vers versa verse werst wyers xers yea year years yeas yeast yedda yens yer yerby yerena yerian yerke yerman yerxa yes yest yetta yews yorba zera
ytou,abou atom aton atop ator chou cou eton etsu eyton hou igou iou ito itoh itos ketou liou lou ou pou ryton stol stop stoup stout stow stoy stu thou to toa tobu tod toe tofu tol tom ton too top tor toru tot tour tout tov tow toy tsu tu tyo yao yau yeo yo yoe yoh yom yon yoo yoon yoor yoos yott you youd youn your yous yow yoy yu zhou
zealand,OK
zeaous,belous jealous readus seamus venous zealots zealous zelos zeos zeroes zeros zeus
